tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
480.00;End_1;1000.00;0.00;21.41;150.00;0.01;Beg_1;34.30;0.00;0.00;tripinfo_hov.9 routing_hov.9;330.00;hov.9;1;6971.70;1.23;0.00;97.06;hov;;0;0.00
481.00;End_1;1000.00;0.00;20.56;150.00;0.02;Beg_1;26.70;0.00;0.00;tripinfo_paying_car.36 routing_paying_car.36;331.00;paying_car.36;1;6979.30;1.04;0.00;98.23;paying_car;;1;1.00
483.00;End_2;1000.00;0.00;17.69;42.00;0.62;Beg_3;0.00;0.00;0.00;tripinfo_normal_car.24 routing_normal_car.24;441.00;normal_car.24;1;7006.00;1.18;0.00;68.15;normal_car;;0;0.00
483.00;End_1;1000.00;0.00;21.81;146.00;0.19;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.35 routing_paying_car.35;337.00;paying_car.35;1;7006.00;1.01;0.00;102.88;paying_car;;0;0.00
485.00;End_1;1000.00;-0.25;20.78;150.00;0.00;Beg_1;0.00;0.00;0.00;tripinfo_bus.3 routing_bus.3;335.00;bus.3;1;7006.00;1.00;0.00;101.02;bus;;0;0.00
488.00;End_2;1000.00;0.00;14.07;9.00;0.38;Beg_2;0.00;0.00;0.00;tripinfo_normal_car.5 routing_normal_car.5;479.00;normal_car.5;1;7006.00;0.94;0.00;17.80;normal_car;;0;0.00
489.00;End_3;1000.00;-0.80;15.08;35.00;0.52;Beg_2;13.60;0.00;0.00;tripinfo_normal_car.20 routing_normal_car.20;454.00;normal_car.20;1;6992.40;1.01;0.00;22.20;normal_car;;0;0.00
489.00;End_1;1000.00;0.00;18.05;155.00;0.86;Beg_3;10.00;0.00;0.00;tripinfo_paying_car.37 routing_paying_car.37;334.00;paying_car.37;1;6996.00;1.02;0.00;100.74;paying_car;;0;0.00
491.00;End_1;1000.00;0.00;19.25;159.00;0.69;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.38 routing_paying_car.38;332.00;paying_car.38;1;7006.00;1.16;0.00;98.02;paying_car;;0;0.00
492.00;End_1;1000.00;-0.25;19.25;100.00;0.00;Beg_1;0.00;0.00;0.00;tripinfo_bus.2 routing_bus.2;392.00;bus.2;1;7006.00;1.00;0.00;101.28;bus;;0;0.00
494.00;End_1;1000.00;0.00;20.48;121.00;0.19;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.29 routing_paying_car.29;373.00;paying_car.29;1;7006.00;1.06;0.00;94.85;paying_car;;0;0.00
495.00;End_1;1000.00;0.00;20.51;84.00;0.67;Beg_3;26.70;0.00;0.00;tripinfo_hov.5 routing_hov.5;411.00;hov.5;1;6979.30;0.98;0.00;81.47;hov;;0;0.00
497.00;End_1;1000.00;0.00;22.01;163.00;0.53;Beg_3;26.70;0.00;0.00;tripinfo_paying_car.39 routing_paying_car.39;334.00;paying_car.39;1;6979.30;0.73;0.00;27.95;paying_car;;0;0.00
498.00;End_1;1000.00;0.00;22.56;171.00;0.19;Beg_1;34.30;0.00;0.00;tripinfo_paying_car.41 routing_paying_car.41;327.00;paying_car.41;1;6971.70;1.07;0.00;94.51;paying_car;;0;0.00
500.00;End_1;1000.00;0.00;25.29;167.00;0.34;Beg_1;7.60;0.00;0.00;tripinfo_hov.10 routing_hov.10;333.00;hov.10;1;6998.40;0.97;0.00;92.49;hov;;0;0.00
501.00;End_2;1000.00;0.00;15.46;45.00;0.18;Beg_3;60.30;0.00;0.00;tripinfo_normal_car.26 routing_normal_car.26;456.00;normal_car.26;1;6945.70;1.03;0.00;35.18;normal_car;;0;0.00
501.00;End_3;1000.00;0.00;17.53;57.00;0.11;Beg_3;0.00;0.00;0.00;tripinfo_normal_car.33 routing_normal_car.33;444.00;normal_car.33;1;7006.00;1.17;0.00;67.83;normal_car;;0;0.00
502.00;End_1;1000.00;0.00;27.82;167.00;0.36;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.40 routing_paying_car.40;335.00;paying_car.40;1;7006.00;1.00;0.00;100.83;paying_car;;1;1.00
503.00;End_2;1000.00;0.00;14.04;19.00;0.04;Beg_3;46.10;0.00;0.00;tripinfo_normal_car.11 routing_normal_car.11;484.00;normal_car.11;1;6959.90;0.94;0.00;23.41;normal_car;;0;0.00
505.00;End_1;1000.00;0.00;30.00;175.00;0.03;Beg_3;49.89;0.00;0.00;tripinfo_paying_car.42 routing_paying_car.42;330.00;paying_car.42;1;6956.11;1.12;0.00;97.44;paying_car;;0;0.00
506.00;End_2;1000.00;0.00;13.29;7.00;0.10;Beg_3;10.00;0.00;0.00;tripinfo_normal_car.4 routing_normal_car.4;499.00;normal_car.4;1;6996.00;0.89;0.00;13.90;normal_car;;0;0.00
506.00;End_3;1000.00;0.00;14.12;18.00;0.76;Beg_3;0.00;0.00;0.00;tripinfo_normal_car.10 routing_normal_car.10;488.00;normal_car.10;1;7006.00;0.94;0.00;28.88;normal_car;;0;0.00
506.00;End_1;1000.00;0.00;30.00;180.00;0.86;Beg_3;7.60;0.00;0.00;tripinfo_paying_car.43 routing_paying_car.43;326.00;paying_car.43;1;6998.40;1.14;0.00;92.30;paying_car;;0;0.00
508.00;End_2;1000.00;0.00;14.92;38.00;0.07;Beg_3;10.00;0.00;0.00;tripinfo_normal_car.22 routing_normal_car.22;470.00;normal_car.22;1;6996.00;0.99;0.00;33.64;normal_car;;0;0.00
508.00;End_3;1000.00;0.00;15.65;50.00;0.00;Beg_2;23.60;0.00;0.00;tripinfo_normal_car.29 routing_normal_car.29;458.00;normal_car.29;1;6982.40;1.04;0.00;41.24;normal_car;;0;0.00
509.00;End_1;1000.00;0.00;30.00;188.00;0.53;Beg_1;34.30;0.00;0.00;tripinfo_paying_car.45 routing_paying_car.45;321.00;paying_car.45;1;6971.70;1.03;0.00;87.70;paying_car;;0;0.00
510.00;End_2;1000.00;0.00;16.38;47.00;0.45;Beg_2;0.00;0.00;0.00;tripinfo_normal_car.27 routing_normal_car.27;463.00;normal_car.27;1;7006.00;1.09;0.00;62.62;normal_car;;0;0.00
517.00;End_2;1000.00;1.20;14.63;25.00;0.86;Beg_3;0.00;0.00;0.00;tripinfo_normal_car.14 routing_normal_car.14;492.00;normal_car.14;1;7006.00;0.98;0.00;47.28;normal_car;;0;0.00
517.00;End_1;1000.00;0.00;24.50;184.00;0.67;Beg_1;7.60;0.00;0.00;tripinfo_hov.11 routing_hov.11;333.00;hov.11;1;6998.40;1.13;0.00;99.25;hov;;0;0.00
518.00;End_2;1000.00;0.00;13.76;30.00;0.69;Beg_2;13.60;0.00;0.00;tripinfo_normal_car.17 routing_normal_car.17;488.00;normal_car.17;1;6992.40;0.92;0.00;18.25;normal_car;;1;1.00
518.00;End_3;1000.00;0.00;15.86;64.00;0.21;Beg_3;19.50;0.00;0.00;tripinfo_normal_car.37 routing_normal_car.37;454.00;normal_car.37;1;6986.50;1.14;0.00;70.49;normal_car;;0;0.00
518.00;End_1;1000.00;0.00;24.71;184.00;0.70;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.44 routing_paying_car.44;334.00;paying_car.44;1;7006.00;0.99;0.00;98.85;paying_car;;1;1.00
520.00;End_2;1000.00;0.00;16.71;69.00;1.76;Beg_2;13.60;0.00;0.00;tripinfo_normal_car.39 routing_normal_car.39;451.00;normal_car.39;1;6992.40;1.12;0.00;59.61;normal_car;;0;0.00
521.00;End_1;1000.00;0.00;17.48;192.00;0.36;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.46 routing_paying_car.46;329.00;paying_car.46;1;7006.00;1.09;0.00;95.44;paying_car;;0;0.00
