Value,State,Volume
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
259,"2,2",High
274,"2,2",High
310,"2,2",High
280,"2,2",High
262,"2,2",High
264,"2,2",High
274,"2,2",High
309,"2,2",High
270,"2,2",High
333,"2,2",High
292,"2,2",High
254,"2,2",High
266,"2,2",High
273,"2,2",High
269,"2,2",High
287,"2,2",High
259,"2,2",High
279,"2,2",High
264,"2,2",High
256,"2,2",High
288,"2,2",High
255,"2,2",High
264,"2,2",High
296,"2,2",High
279,"2,2",High
270,"2,2",High
291,"2,2",High
277,"2,2",High
268,"2,2",High
266,"2,2",High
328,"2,2",High
299,"2,2",High
274,"2,2",High
273,"2,2",High
259,"2,2",High
308,"2,2",High
273,"2,2",High
300,"2,2",High
264,"2,2",High
301,"2,2",High
269,"2,2",High
272,"2,2",High
265,"2,2",High
255,"2,2",High
293,"2,2",High
320,"2,2",High
309,"2,2",High
285,"2,2",High
263,"2,2",High
268,"2,2",High
276,"2,2",High
264,"2,2",High
292,"2,2",High
260,"2,2",High
274,"2,2",High
297,"2,2",High
266,"2,2",High
251,"2,2",High
276,"2,2",High
267,"2,2",High
266,"2,2",High
256,"2,2",High
253,"2,2",High
265,"2,2",High
252,"2,2",High
269,"2,2",High
282,"2,2",High
263,"2,2",High
277,"2,2",High
248,"2,2",High
279,"2,2",High
330,"2,2",High
302,"2,2",High
273,"2,2",High
257,"2,2",High
270,"2,2",High
272,"2,2",High
270,"2,2",High
275,"2,2",High
258,"2,2",High
269,"2,2",High
453,"3,2",High
452,"3,2",High
445,"3,2",High
453,"3,2",High
468,"3,2",High
459,"3,2",High
458,"3,2",High
450,"3,2",High
456,"3,2",High
474,"3,2",High
468,"3,2",High
444,"3,2",High
486,"3,2",High
465,"3,2",High
500,"3,2",High
490,"3,2",High
471,"3,2",High
477,"3,2",High
502,"3,2",High
515,"3,2",High
500,"3,2",High
475,"3,2",High
512,"3,2",High
452,"3,2",High
468,"3,2",High
464,"3,2",High
499,"3,2",High
471,"3,2",High
461,"3,2",High
458,"3,2",High
465,"3,2",High
483,"3,2",High
527,"3,2",High
491,"3,2",High
480,"3,2",High
466,"3,2",High
451,"3,2",High
474,"3,2",High
491,"3,2",High
444,"3,2",High
451,"3,2",High
523,"3,2",High
450,"3,2",High
502,"3,2",High
470,"3,2",High
472,"3,2",High
520,"3,2",High
484,"3,2",High
527,"3,2",High
460,"3,2",High
511,"3,2",High
464,"3,2",High
523,"3,2",High
448,"3,2",High
518,"3,2",High
475,"3,2",High
505,"3,2",High
474,"3,2",High
514,"3,2",High
434,"3,2",High
501,"3,2",High
507,"3,2",High
483,"3,2",High
489,"3,2",High
477,"3,2",High
486,"3,2",High
456,"3,2",High
474,"3,2",High
468,"3,2",High
485,"3,2",High
474,"3,2",High
527,"3,2",High
487,"3,2",High
493,"3,2",High
514,"3,2",High
475,"3,2",High
498,"3,2",High
502,"3,2",High
514,"3,2",High
474,"3,2",High
484,"3,2",High
526,"3,2",High
508,"3,2",High
491,"3,2",High
482,"3,2",High
498,"3,2",High
493,"3,2",High
473,"3,2",High
511,"3,2",High
486,"3,2",High
494,"3,2",High
488,"3,2",High
507,"3,2",High
476,"3,2",High
468,"3,2",High
486,"3,2",High
493,"3,2",High
528,"3,2",High
466,"3,2",High
522,"3,2",High
474,"3,2",High
470,"3,2",High
481,"3,2",High
477,"3,2",High
541,"3,2",High
469,"3,2",High
517,"3,2",High
466,"3,2",High
445,"3,2",High
464,"3,2",High
453,"3,2",High
443,"3,2",High
522,"3,2",High
486,"3,2",High
555,"3,2",High
499,"3,2",High
536,"3,2",High
544,"3,2",High
505,"3,2",High
475,"3,2",High
449,"3,2",High
525,"3,2",High
521,"3,2",High
469,"3,2",High
462,"3,2",High
477,"3,2",High
568,"3,2",High
518,"3,2",High
553,"3,2",High
480,"3,2",High
544,"3,2",High
487,"3,2",High
543,"3,2",High
475,"3,2",High
538,"3,2",High
448,"3,2",High
539,"3,2",High
490,"3,2",High
536,"3,2",High
455,"3,2",High
534,"3,2",High
467,"3,2",High
538,"3,2",High
499,"3,2",High
533,"3,2",High
483,"3,2",High
525,"3,2",High
469,"3,2",High
522,"3,2",High
479,"3,2",High
541,"3,2",High
444,"3,2",High
515,"3,2",High
483,"3,2",High
520,"3,2",High
468,"3,2",High
461,"3,2",High
526,"3,2",High
518,"3,2",High
441,"3,2",High
477,"3,2",High
516,"3,2",High
519,"3,2",High
446,"3,2",High
468,"3,2",High
526,"3,2",High
440,"3,2",High
535,"3,2",High
451,"3,2",High
498,"3,2",High
456,"3,2",High
490,"3,2",High
488,"3,2",High
485,"3,2",High
450,"3,2",High
508,"3,2",High
465,"3,2",High
454,"3,2",High
464,"3,2",High
464,"3,2",High
453,"3,2",High
455,"3,2",High
486,"3,2",High
492,"3,2",High
523,"3,2",High
522,"3,2",High
545,"3,2",High
496,"3,2",High
497,"3,2",High
495,"3,2",High
463,"3,2",High
452,"3,2",High
450,"3,2",High
443,"3,2",High
484,"3,2",High
457,"3,2",High
453,"3,2",High
458,"3,2",High
455,"3,2",High
472,"3,2",High
528,"3,2",High
513,"3,2",High
525,"3,2",High
482,"3,2",High
497,"3,2",High
453,"3,2",High
481,"3,2",High
474,"3,2",High
486,"3,2",High
447,"3,2",High
454,"3,2",High
535,"3,2",High
481,"3,2",High
522,"3,2",High
463,"3,2",High
486,"3,2",High
488,"3,2",High
499,"3,2",High
504,"3,2",High
512,"3,2",High
469,"3,2",High
508,"3,2",High
491,"3,2",High
482,"3,2",High
508,"3,2",High
476,"3,2",High
498,"3,2",High
471,"3,2",High
501,"3,2",High
469,"3,2",High
447,"3,2",High
488,"3,2",High
494,"3,2",High
454,"3,2",High
465,"3,2",High
501,"3,2",High
458,"3,2",High
480,"3,2",High
477,"3,2",High
475,"3,2",High
492,"3,2",High
466,"3,2",High
459,"3,2",High
487,"3,2",High
475,"3,2",High
471,"3,2",High
473,"3,2",High
498,"3,2",High
455,"3,2",High
451,"3,2",High
479,"3,2",High
461,"3,2",High
453,"3,2",High
467,"3,2",High
530,"3,2",High
477,"3,2",High
523,"3,2",High
453,"3,2",High
500,"3,2",High
453,"3,2",High
499,"3,2",High
461,"3,2",High
506,"3,2",High
464,"3,2",High
487,"3,2",High
478,"3,2",High
465,"3,2",High
491,"3,2",High
471,"3,2",High
462,"3,2",High
548,"3,2",High
475,"3,2",High
510,"3,2",High
459,"3,2",High
538,"3,2",High
462,"3,2",High
542,"3,2",High
459,"3,2",High
533,"3,2",High
468,"3,2",High
519,"3,2",High
512,"3,2",High
521,"3,2",High
524,"3,2",High
498,"3,2",High
522,"3,2",High
503,"3,2",High
506,"3,2",High
474,"3,2",High
500,"3,2",High
458,"3,2",High
499,"3,2",High
455,"3,2",High
486,"3,2",High
